region,iso3c,country,year,vaccine,vaccine_code,vaccine_desc,target,doses,coverage
EAPR,COK,Cook Islands,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,112,82,73
EAPR,COK,Cook Islands,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,89,95,99
EAPR,COK,Cook Islands,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,84,62,74
EAPR,COK,Cook Islands,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,78,64,82
EAPR,COK,Cook Islands,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,73,63,86
EAPR,COK,Cook Islands,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,67,168,99
EAPR,COK,Cook Islands,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,65,90,99
EAPR,COK,Cook Islands,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,60,116,99
EAPR,COK,Cook Islands,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,89,95,99
EAPR,COK,Cook Islands,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,84,62,74
EAPR,COK,Cook Islands,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,78,63,81
EAPR,COK,Cook Islands,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,73,63,86
EAPR,COK,Cook Islands,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,67,73,99
EAPR,COK,Cook Islands,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,65,116,99
EAPR,COK,Cook Islands,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,60,26,43
LACR,COL,Colombia,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,410274,362076,88
LACR,COL,Colombia,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,2307744,1572662,68
LACR,COL,Colombia,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,842349,245084,29
LACR,COL,Colombia,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,387035,182656,47
LACR,COL,Colombia,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,380285,42520,11
LACR,COL,Colombia,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,374485,124707,33
LACR,COL,Colombia,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,370453,238407,64
LACR,COL,Colombia,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,370564,262720,71
LACR,COL,Colombia,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,385180,219806,57
LACR,COL,Colombia,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,410274,350058,85
LACR,COL,Colombia,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,2324222,1183829,51
LACR,COL,Colombia,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1178310,336320,29
LACR,COL,Colombia,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,387035,93026,24
LACR,COL,Colombia,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,380285,29506,8
LACR,COL,Colombia,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,374485,54500,15
LACR,COL,Colombia,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,370453,110720,30
LACR,COL,Colombia,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,370564,142085,38
LACR,COL,Colombia,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,385180,132290,34
LACR,COL,Colombia,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,416720,320303,77
LACR,COL,Colombia,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,416476,354884,85
LACR,COL,Colombia,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,417316,366947,88
LACR,COL,Colombia,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,417875,384743,92
LACR,COL,Colombia,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,415798,351722,85
LACR,COL,Colombia,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,409986,312097,76
LACR,COL,Colombia,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,401580,227020,57
LACR,COL,Colombia,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,416720,255232,61
LACR,COL,Colombia,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,416476,328571,79
LACR,COL,Colombia,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,417316,336060,81
LACR,COL,Colombia,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,417875,351035,84
LACR,COL,Colombia,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,415798,342097,82
LACR,COL,Colombia,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,409986,235141,57
LACR,COL,Colombia,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,401580,133510,33
LACR,CRI,Costa Rica,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,36339,35722,98
LACR,CRI,Costa Rica,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,39
LACR,CRI,Costa Rica,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,34796,26754,77
Industrialized,CYP,Cyprus,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,8640,4932,57
Industrialized,CYP,Cyprus,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,4380,2552,58
Industrialized,CYP,Cyprus,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,4380,2575,59
Industrialized,CYP,Cyprus,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,4506,3270,73
Industrialized,CYP,Cyprus,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,8640,4943,57
Industrialized,CYP,Cyprus,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,4380,2796,64
Industrialized,CYP,Cyprus,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,64
Industrialized,CYP,Cyprus,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,4380,2256,52
Industrialized,CYP,Cyprus,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,4380,2447,56
Industrialized,CYP,Cyprus,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,4380,2346,54
Industrialized,CYP,Cyprus,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,4380,2597,59
Industrialized,DEU,Germany,2010,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,40
Industrialized,DEU,Germany,2011,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,40
Industrialized,DEU,Germany,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,41
Industrialized,DEU,Germany,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,43
Industrialized,DEU,Germany,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,45
Industrialized,DEU,Germany,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,48
Industrialized,DEU,Germany,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,52
Industrialized,DEU,Germany,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,55
Industrialized,DEU,Germany,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,58
Industrialized,DEU,Germany,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,58
Industrialized,DEU,Germany,2010,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,27
Industrialized,DEU,Germany,2011,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,27
Industrialized,DEU,Germany,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,27
Industrialized,DEU,Germany,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,29
Industrialized,DEU,Germany,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,31
Industrialized,DEU,Germany,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,33
Industrialized,DEU,Germany,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,37
Industrialized,DEU,Germany,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,40
Industrialized,DEU,Germany,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,43
Industrialized,DEU,Germany,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,43
Industrialized,DEU,Germany,2010,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,40
Industrialized,DEU,Germany,2011,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,40
Industrialized,DEU,Germany,2012,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,41
Industrialized,DEU,Germany,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,43
Industrialized,DEU,Germany,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,45
Industrialized,DEU,Germany,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,48
Industrialized,DEU,Germany,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,52
Industrialized,DEU,Germany,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,55
Industrialized,DEU,Germany,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,58
Industrialized,DEU,Germany,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,58
Industrialized,DEU,Germany,2010,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,27
Industrialized,DEU,Germany,2011,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,27
Industrialized,DEU,Germany,2012,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,27
Industrialized,DEU,Germany,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,29
Industrialized,DEU,Germany,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,31
Industrialized,DEU,Germany,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,33
Industrialized,DEU,Germany,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,37
Industrialized,DEU,Germany,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,40
Industrialized,DEU,Germany,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,43
Industrialized,DEU,Germany,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,43
LACR,DMA,Dominica,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,502,405,81
LACR,DMA,Dominica,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,505,325,64
LACR,DMA,Dominica,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,505,325,64
Industrialized,DNK,Denmark,2011,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33884,22000,65
Industrialized,DNK,Denmark,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,34127,22654,66
Industrialized,DNK,Denmark,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,34507,29771,86
Industrialized,DNK,Denmark,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33665,26298,78
Industrialized,DNK,Denmark,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,32887,23347,71
Industrialized,DNK,Denmark,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33242,15768,47
Industrialized,DNK,Denmark,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33360,19352,58
Industrialized,DNK,Denmark,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33293,24491,74
Industrialized,DNK,Denmark,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33409,26234,79
Industrialized,DNK,Denmark,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,33085,27793,84
Industrialized,DNK,Denmark,2011,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33884,23000,68
Industrialized,DNK,Denmark,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,34127,24415,72
Industrialized,DNK,Denmark,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,34507,25815,75
Industrialized,DNK,Denmark,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33665,22076,66
Industrialized,DNK,Denmark,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,32887,18220,55
Industrialized,DNK,Denmark,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33242,5173,16
Industrialized,DNK,Denmark,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33360,11926,36
Industrialized,DNK,Denmark,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33293,17881,54
Industrialized,DNK,Denmark,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33409,20667,62
Industrialized,DNK,Denmark,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,33085,23156,70
Industrialized,DNK,Denmark,2010,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,83
Industrialized,DNK,Denmark,2011,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,85
Industrialized,DNK,Denmark,2012,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,87
Industrialized,DNK,Denmark,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,90
Industrialized,DNK,Denmark,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,92
Industrialized,DNK,Denmark,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,92
Industrialized,DNK,Denmark,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,92
Industrialized,DNK,Denmark,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,89
Industrialized,DNK,Denmark,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,88
Industrialized,DNK,Denmark,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,85
Industrialized,DNK,Denmark,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,33360,28655,86
Industrialized,DNK,Denmark,2010,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,70
Industrialized,DNK,Denmark,2011,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,73
Industrialized,DNK,Denmark,2012,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,73
Industrialized,DNK,Denmark,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,77
Industrialized,DNK,Denmark,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,79
Industrialized,DNK,Denmark,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,80
Industrialized,DNK,Denmark,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,80
Industrialized,DNK,Denmark,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,76
Industrialized,DNK,Denmark,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,73
Industrialized,DNK,Denmark,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,75
Industrialized,DNK,Denmark,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,33360,26246,79
LACR,DOM,Dominican Republic,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,191828,113417,59
LACR,DOM,Dominican Republic,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,96288,55805,58
LACR,DOM,Dominican Republic,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,96652,11703,12
LACR,DOM,Dominican Republic,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,97023,17248,18
LACR,DOM,Dominican Republic,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,191828,65669,34
LACR,DOM,Dominican Republic,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,96288,29587,31
LACR,DOM,Dominican Republic,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,96652,6283,7
LACR,DOM,Dominican Republic,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,97023,7000,7
LACR,ECU,Ecuador,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,491567,455363,93
LACR,ECU,Ecuador,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,167334,184795,99
LACR,ECU,Ecuador,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,164225,166038,99
LACR,ECU,Ecuador,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,165006,147874,90
LACR,ECU,Ecuador,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,165315,161359,98
LACR,ECU,Ecuador,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,165234,136034,82
LACR,ECU,Ecuador,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,154934,116038,75
LACR,ECU,Ecuador,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,491567,396606,81
LACR,ECU,Ecuador,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,167334,178358,99
LACR,ECU,Ecuador,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,164225,156603,95
LACR,ECU,Ecuador,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,165006,141593,86
LACR,ECU,Ecuador,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,165315,119567,72
LACR,ECU,Ecuador,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,165234,88616,54
LACR,ECU,Ecuador,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,154934,56365,36
LACR,ECU,Ecuador,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,165229,140571,85
LACR,ECU,Ecuador,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,163850,149361,91
LACR,ECU,Ecuador,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,165484,165431,100
LACR,ECU,Ecuador,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,165229,133046,81
LACR,ECU,Ecuador,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,163850,133877,82
LACR,ECU,Ecuador,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,165484,129683,78
Industrialized,ESP,Spain,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,85
Industrialized,ESP,Spain,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,81
Industrialized,ESP,Spain,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,84
Industrialized,ESP,Spain,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,84
Industrialized,ESP,Spain,2010,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,216021,127420,59
Industrialized,ESP,Spain,2011,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,216948,137582,64
Industrialized,ESP,Spain,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,216176,149907,70
Industrialized,ESP,Spain,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,74
Industrialized,ESP,Spain,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,74
Industrialized,ESP,Spain,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,82
Industrialized,ESP,Spain,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,78
Industrialized,ESP,Spain,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,82
Industrialized,ESP,Spain,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,76
Industrialized,ESP,Spain,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,79
Industrialized,ESP,Spain,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,79
Industrialized,ESP,Spain,2010,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,55
Industrialized,ESP,Spain,2011,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,217008,125100,58
Industrialized,ESP,Spain,2012,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,57
Industrialized,ESP,Spain,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,58
Industrialized,ESP,Spain,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,65
Industrialized,ESP,Spain,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,214241,145985,68
Industrialized,ESP,Spain,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,69
Industrialized,ESP,Spain,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,211650,148023,70
Industrialized,ESP,Spain,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,89
Industrialized,ESP,Spain,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,85
Industrialized,ESP,Spain,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,227406,204776,90
Industrialized,ESP,Spain,2012,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,217812,127420,58
Industrialized,ESP,Spain,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,217584,137582,63
Industrialized,ESP,Spain,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,216075,149907,69
Industrialized,ESP,Spain,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,214241,158679,74
Industrialized,ESP,Spain,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,213292,156664,73
Industrialized,ESP,Spain,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,211650,173873,82
